,text_a,label
285,pt kai commuter jabodetabek mengaku antisipasi virus corona membagi masker stasiun serat mengeluarkan imbauan khusus nya distasiun depok bumnsiaplawancorona,yes
286,warga depok yg positif corona diduga terpapar mengikuti acara dansa dlm pesta dansa dihadiri 50 an org wna negara teman2 party dlm pemantauan tdk nya tinggal jakarta yuri,yes
287,serem kali headline liverpool pagi selevel serem nya analisis rk yg bilang depok gak corona,no
288,wajah kasar pengen mulus spirulina solusi nya herbal pin 513224eb sms 083815445182 herbal halal fda tga bpom depok,no
289,bentuk komitmen bumnsiaplawancorona mantapp petugas bank mandiri dikerahkan bagikan masker depok,yes
290,gaistirahat starlightbi collegemenfess ui depok nya ku tek kah barel kah,no
291,iqbalbaskara kabar nya ngebantah gw jg gak tau yg kali nyebar warga 62 seneng kalo kambing hitam,no
292,kompas mba ayu corona d depok gmn tanggapanny ayu hah kompas hah deh berita nya gini,no
293,angrainiiayu depok ovo happy birthday ka semoga dicitacitakan tercapai lancar rezeki nya sehat aamiin,no
294,iya 21 senin jumat aa depok sabtu minggu aa pusat udah gitu berangkat pagi pulang malem mulu nikmat syekali,no
295,siijagoan kalo k depok pake visa huh repot,no
296,hehehe paniqq kampus depok,no
297,kompascom emang ayu tingting doang yg tinggal depok mending wawancarai warga depok yg bener deh drpd artis,no
298,selamat bekasi depok yg kena bully,no
299,jogmfs pantai depok nder babarsari,no
300,ustadtengkuzul sungguh membingungkan hidup negara 62 semoga yg terjangkit corona virus disembuhkan allah swt umat muslim tawakal allah swt semoga terjaga virus aamiin ya allah ya robbal alamiin,no
301,depok ibukota pks pdipmeradang,no
302,yth kemenkesri daftar tumah sakit rujukan corona pekalongam rsu pekalongan rs ya dengar lihat rs nya terimakasih,yes
303,dennysiregar7 inti nya pemerintah santuy virua corona,no
304,stasiun kereta api dilengkapi thermal scanner mengantisipasi penularan virus corona covid 19,yes
305,sedih ya liat tv heboh memberitakan corona semoga bumi isi nya membaik,no
306,jtkifls takmau pi,no
307,aniesbaswedan dinkesjkt dkijakarta who kemenkesri yg virus corona merebak banjir sekedar waspada kesehatan lahir bathin dipersiapkan,yes
308,beredar info suspect terinfeksi virus corona lengkap inisial alamat nya plis teman teman tahan membagikan nya tolong alamat nya dihapus kota nya suspect korban perlakuan enak orang2,yes
309,lagu corona dihapus vid porno nya tranding pornhub,no
310,rlthingy labil nder emg pasien nya kondisi sehat karna org sehat positif corona negeri jg baca berita kalo emg malas baca nonton yt gimana penjelasan nya,no
311,jannpaoay1128 boss corona,no
312,gantikan presiden yaa allah coronavirusupdates sayatakpercayajokowi,no
313,yengran msaid didu becanda corona,no
314,cinema gouda dicht corona gouda covid19,no
315,msaid didu menhub nya terinfeksi corona aduuuh gimana sih main main mulu kerja nya,yes
316,harouna koro wallaye covid 19 djo tala bringbackthefootball,no
317,sema hii corona isije tanzania hapa harmonize kalisha watu wote cake kwa uma moja,no
318,judylimo5 hebu dm results za covid 19 kwanza,no
319,2 minggu flu batuk sampe suara berubah trus seminggu sembuh trus skrg batuk2 santuy sih corona kerja ketemu orang nya orang jepang cina,no
320,polres cilegon tni melaksanakan bersih bersih ibadah cegah virus covid 19 bersatutangkalcorona humaspoldabanten polrescilegon humaspolrescilegon yudhiswibisana muhammadandrawardhana kamarulwahyudi riauboyz kapolrescilegon wakapolrescilegon,yes
321,dennysiregar7 dkijakarta aniesbaswedan hai bodat nanya kau klo menteri yg ri satu2 nya negara asia kena corona meleset bodoh pakai otak mu ya,no
322,baca kat news that kat new delhi ade group of people minum air kencing lembu to prevent coronavirus fvckta ni njeng,no
323,ok liburan corona dgn krn gblh kmn jg ka,no
324,mama gue dek tolong beliin sayur didepan corona mahh kalo adek kena gimana ya udah ga seneng bagettt karna lanjutin rebahan stayathome,no
325,corona hilang nya sih,no
326,khawatir corona merebak jatim semoga aman,no
327,repost humasjabar surat edaran gubernur jabar ridwankamil peningkatan kewaspadaan risiko penularan infeksi coronavirus disease 19 semoga informasi disebarluaskan,yes
328,siiwanyusoff yah ah duk je hahaha covid 19 merayau2 kt seksyen 7 tu,no
329,whymsycal hi mbak the 705k is a special test for covid 19 lab test general respiratory ya,no
330,ada2 bae si angkatan kemaren karna akred iya skrg karna corona,no
331,corona gapandang bulu ya,no
332,corona virus mein whatsapp doctor jyada kam hai,no
333,prfmnews samemeh komen teh cik atuhlah neang info heula,no
334,corona virus has been tested positif zlatan ibrahimovic,no
335,klo gebetan gw kena corona ky nya gua udh suspect lg deh langsung vonis nya udh bkn pegang muka lg bgst gua jilat wkwkwkwkwk,no
336,mandar ukk gasido gara corona,no
337,hashfi pandangan corona fi sisi kebijakan,no
338,me ishallah sem bje corona corona,no
339,story na corona imefa nya watu kericho wanafunga kazi unaweza fikiria corona virus ikifika 6pm inaishanguvu,no
340,nak politikkan benda covid 19 menyampah bekas2 menteri diorang nih,no
341,cobeh09 pantesan kena corona,no
342,bravinyuri symptoms za corona wazitambua,no
343,inget kemarin pulang cerita mba tiaap papa denger kabar pasien suspect covid 19 meh dibawa igd papa wa ma doakan ya biar tetep sehat kadang merinding ga cuman mbatin yaallah takut,no
344,corona media jakartasentris,no
345,status darurat nasional corona fadli terlambatapalagi nungguwangsit,yes
346,geloraco tenang aja jamin negative corona,no
347,grgr corona orang2 ga hilang kemanusian ya orang sakit beli obat apotik usir banget orang meninggal grgr serangan jantung ga yg ngunjungin rmh nya keluarga nya jauhin gilaa ager,no
348,bentsusama amalinaakemal pengen meniqa doain ya gaes abis corona dilamar mamas wkwkw,no
349,joe taslim mengaku semangat kemanusiaan elemen masyarakat,no
350,menhub positif corona buzzerp berharap bayaran 72 m dinaikkan ditambah kerja indonesia sulit,yes
351,raramhrnn doa sik corona ben ilang peluk hahaha,no
352,anjlok corona perhitungan perkiraan penjualan mobil indonesia 2020,yes
353,difasya hilmi windualifart ismarhmwti kusirrkuda 11 12 jg corona apan hahaha,no
354,vivacoid boro gratis indonesia internet 0 pas corona mahal lemot tri juara nya lemot,no
355,andaikan corona manusia udah sumpah sumpahin,no
356,wes kek i cobaan gawe snap corona cegah alkohol info ndemdeman geden,no
357,lengkap banget udah dapet merah dome tour cancel trus corona ga kelar2,no
358,adatapiasing plutosan mrsyh matahariwaw chymatahariiiii merkurius venustatasurya canbooaa im saturnus turnusss akupluto00 meteeorr nya corona moonie akubulan5 bulanbuuu datangbulann dlangitygbiru ga yg ngomong in sih,no
359,rlthingy corona kelar kaya nya dokter mata penuh,no
360,gua ati ati yak indo udah yg positif corona 2 orang temen gua https t co ktci2cbupi,yes
361,mukhtar juned aceh aman ya adek kesana tertunda corona bikin merana,no
362,kshintaaa corona nyakitin huaaa,no
363,fragilecookery iya si gw nu gimana corona anjeng,no
364,fellmentke the kalebae crazynairobian ningepata pressure kwa hii corona,no
365,bireuen izinbidangusaha data catatan bob miswar wabah corona merebak dikeluarkan izin bidang perdagangan masuk virus korona bidang kesehatan urutan,no
366,fshaziq mkini bm then derma for what nonsense corona takut salji bawak jelah err,no
367,yg sesak corona menahan tangis menyakiti mu,no
368,sungpa ya lo tai banget asuuuuu matio cuk,no
369,bentuk kepedulian umat ustaz yusuf mansur gerakan sedekat nasional mengajak elemen andil bergotong royong menghadapi wabah ustazyusufmansur via detikhot,yes
370,pengen jalan2 tp gbsa msh corona,no
371,sederet fakta pasien virus corona gejala indonesia simak fakta nya pencegahan tribunmaduracom,yes
372,jordannugraha oh iya mas namaste menghindari corona congor nya tetangga,no
373,anak smp anak smk lulus dibilang angkatan corona ah lulus kuliah nya ntar ajalah takut dibilang sarjana onlen,no
374,mogakawi zittokabwe umwalimu semudorothy jumadunihaji test kit zipo za ku tosha ku pima corona hivi huwa mnaelewa kwel yanayozungumzwa hakuna nchi inayopima randomly kama hivyo tusikurupushwe tu na tukakurupuka kweli,no
375,telegram corona bangsat,no
376,plot twist virus nya manusia anti virus nya corona,no
377,klo ga corona dah lapoupee ato kfc centong hehe lt 3,no
378,azkyrahmaliaa riskyansd gaboleh gandengan corona,no
379,corona menggangu kantong ku uu ooooh corona pergilah cepatttt,no
380,corona anjing bikin ribut kntl,no
381,koirarisakura iya sih ortu ku khawatarin banget kakak adek jawa punlang transport udah tutup aman ya klo gini sih nunggu reda serbasalah salah corona,no
382,nya oke aja dgn jokes angkatan corona lulus nya giveaway lama it s irritating kalo ditilik ngebedain angkatan 20 angkatan un dihapus doang,no
383,iwanmah geloraco indonesia aman corona,no
384,marc klok terlibat aktif menggalang donasi pemain keturunan belanda melelang salah sepatu spesial dimiliki nya,no
385,mudah an corona cepet kelar biar nih orang kena ospek,no
386,um sansfess enggaklah udah gak corona nya,no
387,harry styles rilis t shirt edisi khusus bantu lawan virus corona,no
388,bahasinrl corona om gaboleh main,no
389,corona anti virus virus nya,no
390,melindaaghnia kasih corona aja mel,no
391,berisikemak rachlannashidik mklm aj emang bcr ad duit kt lg d hjr corona ms tkut biayai rakyatnye die d plh sm yg byr rkytnye susah mikir nye korban smkn bnyk bertmbh d kritik mlh bikin wacana jerat dgn uu,no
392,tolong luangkan 5 menit tonton video yahh video berisi penjelasan butuhkan virus corona https t co o3y03mbmsy,no
393,antisipasi corona kemenhub perketat pelabuhan penyeberangan https t co roqviezxjj,yes
394,kilat geely kembangkan penangkal virus corona mobil 20 geely icon https t co kjur2utqkw,yes
395,corona fairuz sm sm sukaaa,no
396,sih langsung latahan bikin thread corona,no
397,bersamaan kaligunakan aplikasi temanhidupsehat panik mending simak info temanhidupsehat gue yg ngasih info anti bokis virus corona nih halodoca https t co 1m1cyphgxp,no
398,cnnindonesia coronavirusindonesia covid19indonesia coronavirusupdate 40 org yg berinteraksi dg pasien corona depok mengalami gejala pilek batuk demam 33 gejala stay safe guys gy oe https t co bzi8lzyxzc,yes
399,yoxxs nyyyysa lanangan yg jarang kelonan gampang terjangkit virus corona,no
400,barusan gue nyeletuk ngeri bgt indo udah org yg positif corona temen gue denger enteng bilang da gaakan nyampe put kalo elu yg kena y gpp y anjing lu aja goblok gue ogah,no
401,usul kawan ku dokter menkes https t co qukcs9yxe1,no
402,zarazettirazr gak cocok nama nya menkes jago menerawan gy,no
403,lha nya orang2 pemerintah menganggap remeh menkes bilang penderita corona sembuh jubir ngabalin virus corona ngga bertahan hidup iklim tropis indonesia bikin rs khusus lgian emang duwit bro https t co pwycze3vik,yes
404,gubernur menkes https t co a0tsq00ijg,no
405,kabar gembira menkes virus corona yg sembuh https t co hdgtkcgqa7 https t co blfjiyddkh,yes
406,zarazettirazr menkes ga pake masker masker mahal salah nya beli boro2 mbagikan gratis rakyat klo yg sakit seneng dpt obyek penelitian,yes
407,zarazettirazr menkes jubir,no
408,satyaoke nanoka vondhy jcowacko kalo memperhatikan ditelaah matang sebener nya yg dijelasin menkes persis kyk yg dijelasin trit beda nya bentuk tulisan detil lisan lgsg,no
409,vice id corona sembuh menkes gy,no
410,gy gy sa menkes corona barang menakutkan confident banget coronabukaborokrezim coronabukaborokrezim https t co pwqptclw4r,no
411,republikaonline informasi presiden n menkes yaa,no
412,nisa 1927 ayoo kenalan sma kageta ku ngajarin hati2 dri corona gy 3gy 3gy 3 https t co 3i9jkmknks,no
413,rizmawidiono ya batalkan virus corona,no
414,smoga ga cm smp pemanggilan nya org kena tindakan biar paham senator fungsi nya gy insyaallah tindaklanjuti klarifikasi nya fi kt kadiv humas polri irjen mohammad iqbal https t co bymbfq4k0e,no
415,detikcom tandanvradio corona indon,no
416,hijabilarki normal nazla khansi waghaira ko corona bna k business chal raha hy mai aik ee baat krta hn gy ps,no
417,waziri umwalimu aagiza ifikapo saa 10 jioni kila halmashauri itoe taarifa za ku tenga sehe mu maalum kwaajili ya ku muweka mshukiwa wa virusi vya corona na ku fa nya utaratibu wa uchunguzi ikiwa ni pamoja na ku toa taarifa haraka wizara ya afya mkutanonaviongoziwadini covid19,no
418,nih ya krn corona virus udh masuk indonesia banyakin baca berita artikel terverifikasi yg dipertanggung jawabkan pengetahuan lu bertambah jgn panik doang kaga tindakan preventif nya jgn kek org bego oke relax stay aware keep healthy https t co 0hsq9ufg22,yes
419,menkes terawan kondisi pasien positif terkena virus corona kondisi sehat https t co bokdct6yjl via tribunpadangcom,yes
420,glrhn salah alasan pemerintah ngak koar koar penanganan virus corona yg opurtunis masker ajah kemarin kemarin udah mahal yg nimbun,yes
421,virus corona lumpuhkan industri film korea selatan,yes
422,imjustalilboyy k3mt0t chocoluv mohon maaf still jaksel mepet depok dikit,no
423,therealazaay bagus gak pake himalaya,no
424,nctconfess yg dimana nder ikutan gaada temen nya depok jakarta,no
425,gimana datuk karniilyas saksi yg tampil ilctv1 warga depok,no
426,klo diliat2 depok kampung halamanny sandy chicks ya,no
427,sry rzq nannyourbae thxinsomniac udah ya mrt depok,no
428,ariandanucatur gw kuliah disana depok ajaib emg walkot nya,yes
429,crictcal wkwkw lu warga depok jg ya,no
430,collegemenfess pdhl gw depok tp gak sih anjir,no
431,kepedulian bumn negeri bank mandiri membagikan 10 000 masker lokasi kota depok bumnsiaplawancorona keren,yes
432,tanyarl bantu gue ga minjemin duit org bogor depok deh biar gampang ketemu kalo ga percaya or worry gituuu diganti pas plsss,no
433,ui yg depok aja gue blm gercep,no
434,fazasyahida kantor gua kalo pulang depok dinas pribadi disuruh ga masuk 2 minggu,no
435,media beritain ayu ting ting kaget warga depok terinfeksi haha,no
436,anak ui dikucilkan karna depok,no
437,gagakwinter penontonbiasa timmerman91 pradaivon kemenkesri woooyyy woooyyy berita nya udah muncul dr tgl 29 feb wn jepang terkait pasien depok nya cuy runut membaca amp mencerna cuitan ber twiter ria,no
438,minum tuak dah gw biar imunitas gw,no
439,bisagasi maklum bawaan depok kek gni,no
440,rizkakmldewi tau ngga sih aneh aneh nya depok sampe geleng2 kepala jatuh cinta orang depok,no
441,nih walikota depok ca,no
442,virus corona orang2 ribut ga kebagian masker maskeran kuliah maskeran mall maskeran dijalan lgi motor maskeran ga pake helm aneh mati aja pilih2 waspada panik,no
443,sumpah jam segini ga macet siaga 1 corona ya,no
444,solusi cegah corona embargo warga negara asing masuk indonesia zarazettirazr is pelssy ndoro raghil,yes
445,bu risma nya nimbun masker huat dibagi2kan sdh antisipasi corona,yes
446,takut kena corona rajin cuci tangan makan sehat olahraga cek dokter,yes
447,orang indo udah tau lg wabah corona yg berani negeri pas balik2 bawa virus,no
448,salut berani identitas terkena covid19 menyelamatkan orang cepat ditangani mengurangi korban sadar lakukan pemeriksaan menhub covid19indonesia coronavirusindonesia coronavirusupdates,no
449,lisfockingzajmi qka she corona virusi vdekjes,no
450,covid 19 coronavirus tiplerinin yedincisi aq,no
451,raj sk dhoni beingsrbsumit akki ka dusra naam hi corona h bc,no
452,corona 2 0 allah cenabiallah,no
453,fadjroel jubirpresidenri terima kasih tuhan kesembuhan saudara saudara bpk presiden wapres jajaran nya kekuatan kesehatan hikmat dlm menangani covid 19 tuhan memberkati,no
454,topik corona ono ra to esuk awan sore bengi beritane corona wae,no
455,fahrihamzah sesal dr dusta canda terjangan novel corona serbu wuhan china who covid 19 pandemi indonesia bilang zero corona dunia tdk percaya dr depok kena suspect 2 7 96,yes
456,warga jawa barat boikot tvone krn gubernur jabar press conference ttg penanganan covid 19 distop tayangannua tvone dennysiregar7 thearieair sofy beeeeee mohon dibantu tegur karniilyas kemkominfo,yes
457,kominfo klt dinkeskabklaten dedyrio6 pemkab klaten humaskabklaten yanisunarno ganjarpranowo barusan dapet pesan screeshoot shat wa nya dirumah sakit tugu cawas udah yg positif corona hoax iya,yes
